Ionosphere,"Zhi-Hua Zhou and Yuan Jiang. <a href=""http://rexa.info/paper/e6315f170eea3cc52ade688d0abb40f3372ec35d"">NeC4.5: Neural Ensemble Based C4.5</a>. IEEE Trans. Knowl. Data Eng, 16. 2004.  [<a href=""../support/Ionosphere#e6315f170eea3cc52ade688d0abb40f3372ec35d"">View Context</a>]."
Ionosphere,"Hyunsoo Kim and Se Hyun Park. <a href=""http://rexa.info/paper/66e4adde5454a4c13960687a350b7bd2b12859db"">Data Reduction in Support Vector Machines by a Kernelized Ionic Interaction Model</a>. SDM. 2004.  [<a href=""../support/Ionosphere#66e4adde5454a4c13960687a350b7bd2b12859db"">View Context</a>]."
Ionosphere,"Glenn Fung and M. Murat Dundar and Jinbo Bi and Bharat Rao. <a href=""http://rexa.info/paper/49b5aef7a515640b1dde8f9f777d5a1f0c014022"">A fast iterative algorithm for fisher discriminant using heterogeneous kernels</a>. ICML. 2004.  [<a href=""../support/Ionosphere#49b5aef7a515640b1dde8f9f777d5a1f0c014022"">View Context</a>]."
Ionosphere,"Predrag Radivojac and Zoran Obradovic and A. Keith Dunker and Slobodan Vucetic. <a href=""http://rexa.info/paper/45391c9343dc03f6033eba55364366eddbb693db"">Feature Selection Filters Based on the Permutation Test</a>. ECML. 2004.  [<a href=""../support/Ionosphere#45391c9343dc03f6033eba55364366eddbb693db"">View Context</a>]."
Ionosphere,"Jeroen Eggermont and Joost N. Kok and Walter A. Kosters. <a href=""http://rexa.info/paper/d64d2705cabed449e8cb2ecc3c3c77c54ee71051"">Genetic Programming for data classification: partitioning the search space</a>. SAC. 2004.  [<a href=""../support/Ionosphere#d64d2705cabed449e8cb2ecc3c3c77c54ee71051"">View Context</a>]."
Ionosphere,"Jennifer G. Dy and Carla Brodley. <a href=""http://rexa.info/paper/5b3417aa2824988405f9ac934b692af30729b447"">Feature Selection for Unsupervised Learning</a>. Journal of Machine Learning Research, 5. 2004.  [<a href=""../support/Ionosphere#5b3417aa2824988405f9ac934b692af30729b447"">View Context</a>]."
Ionosphere,"Mikhail Bilenko and Sugato Basu and Raymond J. Mooney. <a href=""http://rexa.info/paper/a3fca86cb1f854c7fd7975e66aae2a5ba3710f8a"">Integrating constraints and metric learning in semi-supervised clustering</a>. ICML. 2004.  [<a href=""../support/Ionosphere#a3fca86cb1f854c7fd7975e66aae2a5ba3710f8a"">View Context</a>]."
Ionosphere,"Michael L. Raymer and Travis E. Doom and Leslie A. Kuhn and William F. Punch. <a href=""http://rexa.info/paper/076c5b4e7bf69148bcde8c83621ecf1140a7d55c"">Knowledge discovery in medical and biological datasets using a hybrid Bayes classifier/evolutionary algorithm</a>. IEEE Transactions on Systems, Man, and Cybernetics, Part B, 33. 2003.  [<a href=""../support/Ionosphere#076c5b4e7bf69148bcde8c83621ecf1140a7d55c"">View Context</a>]."
Ionosphere,"Dmitriy Fradkin and David Madigan. <a href=""http://rexa.info/paper/1ddaa5b4eba8093faad88a5426ec586c6ac63f6e"">Experiments with random projections for machine learning</a>. KDD. 2003.  [<a href=""../support/Ionosphere#1ddaa5b4eba8093faad88a5426ec586c6ac63f6e"">View Context</a>]."
Ionosphere,"Marina Skurichina and Ludmila Kuncheva and Robert P W Duin. <a href=""http://rexa.info/paper/d8bc3a2d334e33553c2c7e052ce8c2fd9ae5718b"">Bagging and Boosting for the Nearest Mean Classifier: Effects of Sample Size on Diversity and Accuracy</a>. Multiple Classifier Systems. 2002.  [<a href=""../support/Ionosphere#d8bc3a2d334e33553c2c7e052ce8c2fd9ae5718b"">View Context</a>]."
Ionosphere,"Robert Burbidge and Matthew Trotter and Bernard F. Buxton and Sean B. Holden. <a href=""http://rexa.info/paper/c185d513badef2336ca48f64098d4b5df17bf5a4"">STAR - Sparsity through Automated Rejection</a>. IWANN (1). 2001.  [<a href=""../support/Ionosphere#c185d513badef2336ca48f64098d4b5df17bf5a4"">View Context</a>]."
Ionosphere,"Justin Bradley and Kristin P. Bennett and Bennett A. Demiriz. <a href=""http://rexa.info/paper/93e4d326f6a322d66e034c1b88773f3a7f621526"">Constrained K-Means Clustering</a>. Microsoft Research Dept. of Mathematical Sciences One Microsoft Way Dept. of Decision Sciences and Eng. Sys. 2000.  [<a href=""../support/Ionosphere#93e4d326f6a322d66e034c1b88773f3a7f621526"">View Context</a>]."
Ionosphere,"Jennifer G. Dy and Carla Brodley. <a href=""http://rexa.info/paper/b1a2a0423ea7baac76c75e758f784505eb8fc18f"">Feature Subset Selection and Order Identification for Unsupervised Learning</a>. ICML. 2000.  [<a href=""../support/Ionosphere#b1a2a0423ea7baac76c75e758f784505eb8fc18f"">View Context</a>]."
Ionosphere,"P. S and Bradley K. P and Bennett A. Demiriz. <a href=""http://rexa.info/paper/d254374dd5eab5d871c8010dcbe4ac84ec86ea8c"">Constrained K-Means Clustering</a>. Microsoft Research Dept. of Mathematical Sciences One Microsoft Way Dept. of Decision Sciences and Eng. Sys. 2000.  [<a href=""../support/Ionosphere#d254374dd5eab5d871c8010dcbe4ac84ec86ea8c"">View Context</a>]."
Ionosphere,"Juan J. Rodr##guez and Carlos J. Alonso and Henrik Bostrom. <a href=""http://rexa.info/paper/179e206cfdc14b74819ce95f39bb68610874578b"">Boosting Interval Based Literals</a>. 2000.  [<a href=""../support/Ionosphere#179e206cfdc14b74819ce95f39bb68610874578b"">View Context</a>]."
Ionosphere,"Colin Campbell and Nello Cristianini and Alex J. Smola. <a href=""http://rexa.info/paper/492fa3ac5e4f32e8d4bb1be1225c4fcf8739a553"">Query Learning with Large Margin Classifiers</a>. ICML. 2000.  [<a href=""../support/Ionosphere#492fa3ac5e4f32e8d4bb1be1225c4fcf8739a553"">View Context</a>]."
Ionosphere,"Marina Skurichina and Robert P W Duin. <a href=""http://rexa.info/paper/0b088e37f14f4bd30ad6c550b543306c6363eaa7"">Boosting in Linear Discriminant Analysis</a>. Multiple Classifier Systems. 2000.  [<a href=""../support/Ionosphere#0b088e37f14f4bd30ad6c550b543306c6363eaa7"">View Context</a>]."
Ionosphere,"Lorne Mason and Peter L. Bartlett and Jonathan Baxter. <a href=""http://rexa.info/paper/63e63c88edc486c3b1b2aeebb790f88a119536c9"">Improved Generalization Through Explicit Optimization of Margins</a>. Machine Learning, 38. 2000.  [<a href=""../support/Ionosphere#63e63c88edc486c3b1b2aeebb790f88a119536c9"">View Context</a>]."
Ionosphere,"Art B. Owen. <a href=""http://rexa.info/paper/319529c0338699404ff7d7f9d7e5c900e5294959"">Tubular neighbors for regression and classification</a>. Stanford University. 1999.  [<a href=""../support/Ionosphere#319529c0338699404ff7d7f9d7e5c900e5294959"">View Context</a>]."
Ionosphere,"Chun-Nan Hsu and Hilmar Schuschel and Ya-Ting Yang. <a href=""http://rexa.info/paper/283e535d8f512eedabbd803c72a86b891eed8474"">The ANNIGMA-Wrapper Approach to Neural Nets Feature Selection for Knowledge Discovery and Data Mining</a>. Institute of Information Science. 1999.  [<a href=""../support/Ionosphere#283e535d8f512eedabbd803c72a86b891eed8474"">View Context</a>]."
Ionosphere,"Lorne Mason and Jonathan Baxter and Peter L. Bartlett and Marcus Frean. <a href=""http://rexa.info/paper/f820b10d6723504d343c9741f7333fbc3393fd05"">Boosting Algorithms as Gradient Descent</a>. NIPS. 1999.  [<a href=""../support/Ionosphere#f820b10d6723504d343c9741f7333fbc3393fd05"">View Context</a>]."
Ionosphere,"Kai Ming Ting and Ian H. Witten. <a href=""http://rexa.info/paper/70172e511a3bc27c7927119a3b2a3405fbad99e0"">Issues in Stacked Generalization</a>. J. Artif. Intell. Res. (JAIR, 10. 1999.  [<a href=""../support/Ionosphere#70172e511a3bc27c7927119a3b2a3405fbad99e0"">View Context</a>]."
Ionosphere,"Stephen D. Bay. <a href=""http://rexa.info/paper/6c590e12408ebd3b9184e8f4634612e552a823e9"">Nearest neighbor classification from multiple feature subsets</a>. Intell. Data Anal, 3. 1999.  [<a href=""../support/Ionosphere#6c590e12408ebd3b9184e8f4634612e552a823e9"">View Context</a>]."
Ionosphere,"Stavros J. Perantonis and Vassilis Virvilis. <a href=""http://rexa.info/paper/dc4f2babc5ca4534b435280aec32f5816ddb53b0"">Input Feature Extraction for Multilayered Perceptrons Using Supervised Principal Component Analysis</a>. Neural Processing Letters, 10. 1999.  [<a href=""../support/Ionosphere#dc4f2babc5ca4534b435280aec32f5816ddb53b0"">View Context</a>]."
Ionosphere,"David M J Tax and Robert P W Duin. <a href=""http://rexa.info/paper/a6fa92d0caaa949b6ebd6531b2e6d4e7e0f03387"">Support vector domain description</a>. Pattern Recognition Letters, 20. 1999.  [<a href=""../support/Ionosphere#a6fa92d0caaa949b6ebd6531b2e6d4e7e0f03387"">View Context</a>]."
Ionosphere,"Robert E. Schapire and Yoav Freund and Peter Bartlett and Wee Sun Lee. <a href=""http://rexa.info/paper/ca1479cb43feeda16386d2e50460bd2c1230bc8b"">The Annals of Statistics, to appear. Boosting the Margin: A New Explanation for the Effectiveness of Voting Methods</a>. AT&T Labs. 1998.  [<a href=""../support/Ionosphere#ca1479cb43feeda16386d2e50460bd2c1230bc8b"">View Context</a>]."
Ionosphere,"Lorne Mason and Peter L. Bartlett and Jonathan Baxter. <a href=""http://rexa.info/paper/271b9c67f2a11a31962a436a41aaa5ed148dda6e"">Direct Optimization of Margins Improves Generalization in Combined Classifiers</a>. NIPS. 1998.  [<a href=""../support/Ionosphere#271b9c67f2a11a31962a436a41aaa5ed148dda6e"">View Context</a>]."
Ionosphere,"Richard Maclin. <a href=""http://rexa.info/paper/93fcd9513832c5bf30d24120ab3bba1f9ec422b2"">Boosting Classifiers Regionally</a>. AAAI/IAAI. 1998.  [<a href=""../support/Ionosphere#93fcd9513832c5bf30d24120ab3bba1f9ec422b2"">View Context</a>]."
Ionosphere,"Kristin P. Bennett and Erin J. Bredensteiner. <a href=""http://rexa.info/paper/63ebbe51c9c4dea76320f7b6a40f2a59f10cc7c0"">A Parametric Optimization Method for Machine Learning</a>. INFORMS Journal on Computing, 9. 1997.  [<a href=""../support/Ionosphere#63ebbe51c9c4dea76320f7b6a40f2a59f10cc7c0"">View Context</a>]."
Ionosphere,"Aynur Akkus and H. Altay G?venir. <a href=""http://rexa.info/paper/10cb2e0135796333fda81f2d65da6be1e1ed9e06"">K Nearest Neighbor Classification on Feature Projections</a>. ICML. 1996.  [<a href=""../support/Ionosphere#10cb2e0135796333fda81f2d65da6be1e1ed9e06"">View Context</a>]."
Ionosphere,"Chiranjib Bhattacharyya. <a href=""http://rexa.info/paper/ab6823c2bce78649401e56bfb2d46bb279535879"">Robust Classification of noisy data using Second Order Cone Programming approach</a>. Dept. Computer Science and Automation, Indian Institute of Science.  [<a href=""../support/Ionosphere#ab6823c2bce78649401e56bfb2d46bb279535879"">View Context</a>]."
Ionosphere,"Ayhan Demiriz and Kristin P. Bennett. <a href=""http://rexa.info/paper/36d1c58be0e3c0c1d57492d050d8a71a04a72858"">Chapter 1 OPTIMIZATIONAPPROACHESTOSEMI-SUPERVISED LEARNING</a>. Department of Decision Sciences and Engineering Systems & Department of Mathematical Sciences, Rensselaer Polytechnic Institute.  [<a href=""../support/Ionosphere#36d1c58be0e3c0c1d57492d050d8a71a04a72858"">View Context</a>]."
Ionosphere,"Isabelle Alvarez and Stephan Bernard. <a href=""http://rexa.info/paper/d024a37a0324a4e5218f79ec65fd33e4cff7825e"">Ranking Cases with Decision Trees: a Geometric Method that Preserves Intelligibility</a>.  [<a href=""../support/Ionosphere#d024a37a0324a4e5218f79ec65fd33e4cff7825e"">View Context</a>]."
Ionosphere,"Christos Dimitrakakis and Samy Bengioy. <a href=""http://rexa.info/paper/3cb3fbd5512e3cd12111b598fece53fcb42c484b"">Online Policy Adaptation for Ensemble Classifiers</a>. IDIAP.  [<a href=""../support/Ionosphere#3cb3fbd5512e3cd12111b598fece53fcb42c484b"">View Context</a>]."
Ionosphere,"Rajesh Parekh and Jihoon Yang and Vasant Honavar. <a href=""http://rexa.info/paper/1570e3547e5d0131eee5b25f40359409b8d8c396"">Constructive Neural-Network Learning Algorithms for Pattern Classification</a>.  [<a href=""../support/Ionosphere#1570e3547e5d0131eee5b25f40359409b8d8c396"">View Context</a>]."
Ionosphere,"Alain Rakotomamonjy. <a href=""http://rexa.info/paper/9f311a1b1421973488b673c39c8545ef006570cc"">Leave-One-Out errors in Bipartite Ranking SVM</a>. PSI CNRS FRE2645 INSA de Rouen Avenue de l'universite.  [<a href=""../support/Ionosphere#9f311a1b1421973488b673c39c8545ef006570cc"">View Context</a>]."
Ionosphere,"Wl/odzisl/aw Duch and Karol Grudzinski. <a href=""http://rexa.info/paper/e100b0bcc229ac20bf69c9a7a6bcc360ea16a720"">Meta-learning: searching in the model space</a>. Department of Computer Methods, Nicholas Copernicus University.  [<a href=""../support/Ionosphere#e100b0bcc229ac20bf69c9a7a6bcc360ea16a720"">View Context</a>]."
Ionosphere,"Federico Divina and Elena Marchiori. <a href=""http://rexa.info/paper/c5da3959b262c7f9f7d339d5a61d1af0ed0ee805"">Knowledge-Based Evolutionary Search for Inductive Concept Learning</a>. Vrije Universiteit of Amsterdam.  [<a href=""../support/Ionosphere#c5da3959b262c7f9f7d339d5a61d1af0ed0ee805"">View Context</a>]."
Ionosphere,"Charles Campbell and Nello Cristianini. <a href=""http://rexa.info/paper/b6e169d69cd67763b95698e8961696fec9ca93bf"">Simple Learning Algorithms for Training Support Vector Machines</a>. Dept. of Engineering Mathematics.  [<a href=""../support/Ionosphere#b6e169d69cd67763b95698e8961696fec9ca93bf"">View Context</a>]."
Ionosphere,"K. A. J Doherty and Rolf Adams and Neil Davey. <a href=""http://rexa.info/paper/716db199e5f006b8b564ef192177f08d5edefe9b"">Unsupervised Learning with Normalised Data and Non-Euclidean Norms</a>. University of Hertfordshire.  [<a href=""../support/Ionosphere#716db199e5f006b8b564ef192177f08d5edefe9b"">View Context</a>]."
Ionosphere,"Michael Lindenbaum and Shaul Markovitch and Dmitry Rusakov. <a href=""http://rexa.info/paper/9a0080df56f0a8fb004723a7dece29109bc316ce"">Selective Sampling Using Random Field Modelling</a>.  [<a href=""../support/Ionosphere#9a0080df56f0a8fb004723a7dece29109bc316ce"">View Context</a>]."
Ionosphere,"Christos Emmanouilidis and Anthony Hunter. <a href=""http://rexa.info/paper/fe52c7b7465f378427ac09aa5480dd559ff5f569"">A Comparison of Crossover Operators in Neural Network Feature Selection with Multiobjective Evolutionary Algorithms</a>. Centre for Adaptive Systems, School of Computing, Engineering and Technology University of Sunderland.  [<a href=""../support/Ionosphere#fe52c7b7465f378427ac09aa5480dd559ff5f569"">View Context</a>]."
Ionosphere,"Chiranjib Bhattacharyya and Pannagadatta K. S and Alexander J. Smola. <a href=""http://rexa.info/paper/68ad36910e92ea5408b79e50302563fb79484cf4"">A Second order Cone Programming Formulation for Classifying Missing Data</a>. Department of Computer Science and Automation Indian Institute of Science.  [<a href=""../support/Ionosphere#68ad36910e92ea5408b79e50302563fb79484cf4"">View Context</a>]."
Ionosphere,"Perry Moerland. <a href=""http://rexa.info/paper/43019420b94637b63ac4fc3f94f64abd11b64f0a"">Mixtures of latent variable models for density estimation and classification</a>. E S E A R C H R E P R O R T I D I A P D a l l e M o l l e I n s t i t u t e f o r Pe r cep t ua l A r t i f i c i a l Intelligence .  [<a href=""../support/Ionosphere#43019420b94637b63ac4fc3f94f64abd11b64f0a"">View Context</a>]."
Ionosphere,"Markus Breitenbach and Rodney Nielsen and Gregory Z. Grudic. <a href=""http://rexa.info/paper/a81018cca22b93c0c71ff6e9983d38669daeb54e"">Probabilistic Random Forests: Predicting Data Point Specific Misclassification Probabilities</a>. Department of Computer Science University of Colorado.  [<a href=""../support/Ionosphere#a81018cca22b93c0c71ff6e9983d38669daeb54e"">View Context</a>]."
Ionosphere,"Federico Divina and Elena Marchiori. <a href=""http://rexa.info/paper/954de642cab661d060a2dbc68d3023ba3a9763e1"">Handling Continuous Attributes in an Evolutionary Inductive Learner</a>. Department of Computer Science Vrije Universiteit.  [<a href=""../support/Ionosphere#954de642cab661d060a2dbc68d3023ba3a9763e1"">View Context</a>]."
Ionosphere,"Glenn Fung and Sathyakama Sandilya and R. Bharat Rao. <a href=""http://rexa.info/paper/77b535b98a279e3b1ee9499bead3408bc8d58c08"">Rule extraction from Linear Support Vector Machines</a>. Computer-Aided Diagnosis & Therapy, Siemens Medical Solutions, Inc.  [<a href=""../support/Ionosphere#77b535b98a279e3b1ee9499bead3408bc8d58c08"">View Context</a>]."
Ionosphere,"Karthik Ramakrishnan. <a href=""http://rexa.info/paper/e4ce48114dcd770134f22df787d55e8daf02ac4a"">UNIVERSITY OF MINNESOTA</a>.  [<a href=""../support/Ionosphere#e4ce48114dcd770134f22df787d55e8daf02ac4a"">View Context</a>]."
Ionosphere,"Michalis K. Titsias and Aristidis Likas. <a href=""http://rexa.info/paper/d26e510dd613f1f7821b5f6c4e9fe5868aa5f006"">Shared Kernel Models for Class Conditional Density Estimation</a>.  [<a href=""../support/Ionosphere#d26e510dd613f1f7821b5f6c4e9fe5868aa5f006"">View Context</a>]."
Ionosphere,"Alexander K. Seewald. <a href=""http://rexa.info/paper/e2b2b723df700c90e69a31a4403b740c2d2a7b2f"">Dissertation Towards Understanding Stacking Studies of a General Ensemble Learning Scheme ausgefuhrt zum Zwecke der Erlangung des akademischen Grades eines Doktors der technischen Naturwissenschaften</a>.  [<a href=""../support/Ionosphere#e2b2b723df700c90e69a31a4403b740c2d2a7b2f"">View Context</a>]."
Ionosphere,"Wl/odzisl/aw Duch and Karol Grudzinski and Geerd H. F Diercksen. <a href=""http://rexa.info/paper/0f1456aba1cd88fe698ef134fa761a3ee2fc03f2"">Minimal distance neural methods</a>. Department of Computer Methods, Nicholas Copernicus University.  [<a href=""../support/Ionosphere#0f1456aba1cd88fe698ef134fa761a3ee2fc03f2"">View Context</a>]."
Ionosphere,"Andrew Watkins and Jon Timmis and Lois C. Boggess. <a href=""http://rexa.info/paper/b4b7ea88c807c5c8746bf3067f13b1d07899bcc9"">Artificial Immune Recognition System (AIRS): An ImmuneInspired Supervised Learning Algorithm</a>. (abw5,jt6@kent.ac.uk) Computing Laboratory, University of Kent.  [<a href=""../support/Ionosphere#b4b7ea88c807c5c8746bf3067f13b1d07899bcc9"">View Context</a>]."
Ionosphere,"Aynur Akku and H. Altay Guvenir. <a href=""http://rexa.info/paper/945d8ba4c7eacfaed696aaf0bd72fd576efa78d5"">Weighting Features in k Nearest Neighbor Classification on Feature Projections</a>. Department of Computer Engineering and Information Science Bilkent University.  [<a href=""../support/Ionosphere#945d8ba4c7eacfaed696aaf0bd72fd576efa78d5"">View Context</a>]."
Ionosphere,"Krzysztof Grabczewski and Wl/odzisl/aw Duch. <a href=""http://rexa.info/paper/2b9850dda87431cc9117f2a0a63d79863723e4b0"">THE SEPARABILITY OF SPLIT VALUE CRITERION</a>. Department of Computer Methods, Nicolaus Copernicus University.  [<a href=""../support/Ionosphere#2b9850dda87431cc9117f2a0a63d79863723e4b0"">View Context</a>]."
Ionosphere,"Christos Emmanouilidis and A. Hunter and Dr J. MacIntyre. <a href=""http://rexa.info/paper/b859b5cc14ac44c92ce02385f20204fdf9e32714"">A Multiobjective Evolutionary Setting for Feature Selection and a Commonality-Based Crossover Operator</a>. Centre for Adaptive Systems, School of Computing, Engineering and Technology University of Sunderland.  [<a href=""../support/Ionosphere#b859b5cc14ac44c92ce02385f20204fdf9e32714"">View Context</a>]."
Ecoli,"Vassilis Athitsos and Stan Sclaroff. <a href=""http://rexa.info/paper/692880d7b3356df64bfa0f06a683f89e4ce6955b"">Boosting Nearest Neighbor Classifiers for Multiclass Recognition</a>. Boston University Computer Science Tech. Report No, 2004-006. 2004.  [<a href=""../support/Ecoli#692880d7b3356df64bfa0f06a683f89e4ce6955b"">View Context</a>]."
Ecoli,"Charles X. Ling and Qiang Yang and Jianning Wang and Shichao Zhang. <a href=""http://rexa.info/paper/1c1424dac83eee4c354e1de77ef9daf5f3fa5742"">Decision trees with minimal costs</a>. ICML. 2004.  [<a href=""../support/Ecoli#1c1424dac83eee4c354e1de77ef9daf5f3fa5742"">View Context</a>]."
Ecoli,"Xiaoyong Chai and Li Deng and Qiang Yang and Charles X. Ling. <a href=""http://rexa.info/paper/f78dcf21b618acf09345e59967f008e96094c072"">Test-Cost Sensitive Naive Bayes Classification</a>. ICDM. 2004.  [<a href=""../support/Ecoli#f78dcf21b618acf09345e59967f008e96094c072"">View Context</a>]."
Ecoli,"Aik Choon Tan and David Gilbert. <a href=""http://rexa.info/paper/9b1e690eee045665891881f050354585bd20bd54"">An Empirical Comparison of Supervised Machine Learning Techniques in Bioinformatics</a>. APBC. 2003.  [<a href=""../support/Ecoli#9b1e690eee045665891881f050354585bd20bd54"">View Context</a>]."
Ecoli,"Mukund Deshpande and George Karypis. <a href=""http://rexa.info/paper/f006e50cdba5e00538e2b48452e1d0bab8ed02b9"">Evaluation of Techniques for Classifying Biological Sequences</a>. PAKDD. 2002.  [<a href=""../support/Ecoli#f006e50cdba5e00538e2b48452e1d0bab8ed02b9"">View Context</a>]."
Ecoli,"Huajie Zhang and Charles X. Ling. <a href=""http://rexa.info/paper/95c80719727ccfba365ee616549b088436692fa8"">An Improved Learning Algorithm for Augmented Naive Bayes</a>. PAKDD. 2001.  [<a href=""../support/Ecoli#95c80719727ccfba365ee616549b088436692fa8"">View Context</a>]."
Ecoli,"Mark A. Hall. <a href=""http://rexa.info/paper/cd11168bb19fd462bc59beefbe670bc4eb31e3eb"">Department of Computer Science Hamilton, NewZealand Correlation-based Feature Selection for Machine Learning</a>. Doctor of Philosophy at The University of Waikato. 1999.  [<a href=""../support/Ecoli#cd11168bb19fd462bc59beefbe670bc4eb31e3eb"">View Context</a>]."
Ecoli,". <a href=""http://rexa.info/paper/b0009a0081cc5fbfbae758def55cfd5b3256623b"">Prototype Selection for Composite Nearest Neighbor Classifiers</a>. Department of Computer Science University of Massachusetts. 1997.  [<a href=""../support/Ecoli#b0009a0081cc5fbfbae758def55cfd5b3256623b"">View Context</a>]."
